symbol,security,esgScores
LKQ,LKQ Corporation,"{'maxAge': 86400, 'totalEsg': {'raw': 10.54, 'fmt': '10.5'}, 'environmentScore': {'raw': 3.27, 'fmt': '3.3'}, 'socialScore': {'raw': 4.0, 'fmt': '4.0'}, 'governanceScore': {'raw': 3.27, 'fmt': '3.3'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 44, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Retailing', 'relatedControversy': ['Governance Incidents'], 'peerEsgScorePerformance': {'min': 10.11, 'avg': 16.23431818181819, 'max': 26.3}, 'peerGovernancePerformance': {'min': 2.73, 'avg': 5.318684210526316, 'max': 8.63}, 'peerSocialPerformance': {'min': 3.95, 'avg': 7.7281578947368414, 'max': 12.97}, 'peerEnvironmentPerformance': {'min': 0.07, 'avg': 2.8942105263157902, 'max': 7.68}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.8636363636363635, 'max': 3.0}, 'percentile': {'raw': 2.89, 'fmt': '3'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
LMT,Lockheed Martin,"{'maxAge': 86400, 'totalEsg': {'raw': 28.36, 'fmt': '28.4'}, 'environmentScore': {'raw': 5.27, 'fmt': '5.3'}, 'socialScore': {'raw': 15.9, 'fmt': '15.9'}, 'governanceScore': {'raw': 7.2, 'fmt': '7.2'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 3.0, 'peerCount': 21, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Aerospace & Defense', 'relatedControversy': ['Customer Incidents', 'Society & Community Incidents'], 'peerEsgScorePerformance': {'min': 21.16, 'avg': 29.758571428571432, 'max': 38.98}, 'peerGovernancePerformance': {'min': 5.05, 'avg': 7.0233333333333325, 'max': 9.96}, 'peerSocialPerformance': {'min': 8.54, 'avg': 14.758571428571432, 'max': 19.72}, 'peerEnvironmentPerformance': {'min': 4.46, 'avg': 7.972857142857143, 'max': 12.84}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 2.3333333333333335, 'max': 4.0}, 'percentile': {'raw': 56.97, 'fmt': '57'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': True, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': True, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
L,Loews Corporation,"{'maxAge': 86400, 'totalEsg': {'raw': 16.48, 'fmt': '16.5'}, 'environmentScore': {'raw': 0.59, 'fmt': '0.6'}, 'socialScore': {'raw': 4.25, 'fmt': '4.3'}, 'governanceScore': {'raw': 11.63, 'fmt': '11.6'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 66, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Diversified Financials', 'relatedControversy': ['Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 8.16, 'avg': 19.247727272727268, 'max': 36.83}, 'peerGovernancePerformance': {'min': 4.39, 'avg': 9.970312499999997, 'max': 19.3}, 'peerSocialPerformance': {'min': 1.7, 'avg': 7.7134375, 'max': 16.34}, 'peerEnvironmentPerformance': {'min': 0.02, 'avg': 1.2809375, 'max': 3.63}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.393939393939394, 'max': 4.0}, 'percentile': {'raw': 14.27, 'fmt': '14'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
LOW,Lowe's,"{'maxAge': 86400, 'totalEsg': {'raw': 11.49, 'fmt': '11.5'}, 'environmentScore': {'raw': 3.7, 'fmt': '3.7'}, 'socialScore': {'raw': 4.63, 'fmt': '4.6'}, 'governanceScore': {'raw': 3.15, 'fmt': '3.2'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 2.0, 'peerCount': 54, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Retailing', 'relatedControversy': ['Employee Incidents', 'Customer Incidents', 'Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 10.11, 'avg': 16.178148148148146, 'max': 30.28}, 'peerGovernancePerformance': {'min': 2.73, 'avg': 5.406666666666665, 'max': 9.89}, 'peerSocialPerformance': {'min': 4.61, 'avg': 7.676875000000002, 'max': 14.8}, 'peerEnvironmentPerformance': {'min': 0.05, 'avg': 2.86, 'max': 8.56}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.9444444444444444, 'max': 3.0}, 'percentile': {'raw': 3.89, 'fmt': '4'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
LYB,LyondellBasell,"{'maxAge': 86400, 'totalEsg': {'raw': 24.59, 'fmt': '24.6'}, 'environmentScore': {'raw': 16.64, 'fmt': '16.6'}, 'socialScore': {'raw': 2.13, 'fmt': '2.1'}, 'governanceScore': {'raw': 5.82, 'fmt': '5.8'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 2.0, 'peerCount': 77, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Chemicals', 'relatedControversy': ['Operations Incidents', 'Employee Incidents'], 'peerEsgScorePerformance': {'min': 8.23, 'avg': 26.200909090909093, 'max': 41.44}, 'peerGovernancePerformance': {'min': 3.38, 'avg': 7.447662337662338, 'max': 10.94}, 'peerSocialPerformance': {'min': 0.98, 'avg': 5.952467532467535, 'max': 13.81}, 'peerEnvironmentPerformance': {'min': 3.87, 'avg': 12.801688311688313, 'max': 19.67}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.5194805194805194, 'max': 4.0}, 'percentile': {'raw': 42.48, 'fmt': '42'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': True, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
MTB,M&T Bank,"{'maxAge': 86400, 'totalEsg': {'raw': 26.16, 'fmt': '26.2'}, 'environmentScore': {'raw': 2.2, 'fmt': '2.2'}, 'socialScore': {'raw': 12.77, 'fmt': '12.8'}, 'governanceScore': {'raw': 11.19, 'fmt': '11.2'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 1.0, 'peerCount': 172, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Banks', 'relatedControversy': ['Product & Service Incidents', 'Customer Incidents', 'Society & Community Incidents', 'Business Ethics Incidents', 'Governance Incidents'], 'peerEsgScorePerformance': {'min': 11.06, 'avg': 24.496744186046502, 'max': 44.12}, 'peerGovernancePerformance': {'min': 5.78, 'avg': 11.514666666666669, 'max': 19.55}, 'peerSocialPerformance': {'min': 3.82, 'avg': 10.846727272727275, 'max': 21.64}, 'peerEnvironmentPerformance': {'min': 0.14, 'avg': 1.6380606060606056, 'max': 3.5}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 2.1627906976744184, 'max': 5.0}, 'percentile': {'raw': 48.72, 'fmt': '49'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
MRO,Marathon Oil,"{'maxAge': 86400, 'totalEsg': {'raw': 42.01, 'fmt': '42.0'}, 'environmentScore': {'raw': 23.91, 'fmt': '23.9'}, 'socialScore': {'raw': 10.14, 'fmt': '10.1'}, 'governanceScore': {'raw': 7.96, 'fmt': '8.0'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 40, 'esgPerformance': 'LEAD_PERF', 'peerGroup': 'Oil & Gas Producers', 'relatedControversy': ['Product & Service Incidents', 'Employee Incidents'], 'peerEsgScorePerformance': {'min': 8.46, 'avg': 39.088249999999995, 'max': 57.64}, 'peerGovernancePerformance': {'min': 6.02, 'avg': 8.258684210526313, 'max': 13.06}, 'peerSocialPerformance': {'min': 2.16, 'avg': 9.739999999999997, 'max': 19.16}, 'peerEnvironmentPerformance': {'min': 0.08, 'avg': 20.91868421052632, 'max': 33.23}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.65, 'max': 3.0}, 'percentile': {'raw': 92.01, 'fmt': '92'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
MPC,Marathon Petroleum,"{'maxAge': 86400, 'totalEsg': {'raw': 28.7, 'fmt': '28.7'}, 'environmentScore': {'raw': 15.91, 'fmt': '15.9'}, 'socialScore': {'raw': 7.01, 'fmt': '7.0'}, 'governanceScore': {'raw': 5.79, 'fmt': '5.8'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 3.0, 'peerCount': 38, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Refiners & Pipelines', 'relatedControversy': ['Society & Community Incidents'], 'peerEsgScorePerformance': {'min': 18.5, 'avg': 29.332894736842103, 'max': 49.15}, 'peerGovernancePerformance': {'min': 3.08, 'avg': 4.919428571428571, 'max': 7.29}, 'peerSocialPerformance': {'min': 4.84, 'avg': 8.42885714285714, 'max': 15.07}, 'peerEnvironmentPerformance': {'min': 7.75, 'avg': 14.472000000000003, 'max': 24.71}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.8421052631578947, 'max': 5.0}, 'percentile': {'raw': 58.15, 'fmt': '58'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
MKTX,MarketAxess,
MAR,Marriott International,"{'maxAge': 86400, 'totalEsg': {'raw': 21.89, 'fmt': '21.9'}, 'environmentScore': {'raw': 8.75, 'fmt': '8.8'}, 'socialScore': {'raw': 9.05, 'fmt': '9.1'}, 'governanceScore': {'raw': 4.09, 'fmt': '4.1'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 3.0, 'peerCount': 44, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Consumer Services', 'relatedControversy': ['Employee Incidents', 'Customer Incidents'], 'peerEsgScorePerformance': {'min': 13.3, 'avg': 22.78954545454545, 'max': 31.02}, 'peerGovernancePerformance': {'min': 3.09, 'avg': 6.590975609756098, 'max': 13.5}, 'peerSocialPerformance': {'min': 6.55, 'avg': 10.78756097560976, 'max': 16.68}, 'peerEnvironmentPerformance': {'min': 0.15, 'avg': 5.711219512195122, 'max': 13.59}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 2.0681818181818183, 'max': 4.0}, 'percentile': {'raw': 31.85, 'fmt': '32'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
MMC,Marsh McLennan,"{'maxAge': 86400, 'totalEsg': {'raw': 19.45, 'fmt': '19.5'}, 'environmentScore': {'raw': 0.06, 'fmt': '0.1'}, 'socialScore': {'raw': 7.9, 'fmt': '7.9'}, 'governanceScore': {'raw': 11.49, 'fmt': '11.5'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 2.0, 'peerCount': 96, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Insurance', 'relatedControversy': ['Employee Incidents', 'Customer Incidents', 'Society & Community Incidents', 'Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 9.29, 'avg': 21.185416666666665, 'max': 44.52}, 'peerGovernancePerformance': {'min': 4.41, 'avg': 10.650425531914896, 'max': 16.65}, 'peerSocialPerformance': {'min': 3.89, 'avg': 8.766702127659576, 'max': 13.76}, 'peerEnvironmentPerformance': {'min': 0.05, 'avg': 1.4494680851063833, 'max': 3.16}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.46875, 'max': 4.0}, 'percentile': {'raw': 23.69, 'fmt': '24'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
MLM,Martin Marietta Materials,"{'maxAge': 86400, 'totalEsg': {'raw': 31.82, 'fmt': '31.8'}, 'environmentScore': {'raw': 18.55, 'fmt': '18.5'}, 'socialScore': {'raw': 4.53, 'fmt': '4.5'}, 'governanceScore': {'raw': 8.74, 'fmt': '8.7'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 13, 'esgPerformance': 'OUT_PERF', 'peerGroup': 'Construction Materials', 'relatedControversy': ['Society & Community Incidents'], 'peerEsgScorePerformance': {'min': 24.01, 'avg': 30.788461538461533, 'max': 40.4}, 'peerGovernancePerformance': {'min': 6.37, 'avg': 8.353333333333332, 'max': 10.41}, 'peerSocialPerformance': {'min': 3.4, 'avg': 5.764166666666667, 'max': 9.11}, 'peerEnvironmentPerformance': {'min': 11.45, 'avg': 16.775000000000002, 'max': 22.3}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.8461538461538463, 'max': 3.0}, 'percentile': {'raw': 71.38, 'fmt': '71'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
MAS,Masco,"{'maxAge': 86400, 'totalEsg': {'raw': 22.44, 'fmt': '22.4'}, 'environmentScore': {'raw': 9.44, 'fmt': '9.4'}, 'socialScore': {'raw': 5.8, 'fmt': '5.8'}, 'governanceScore': {'raw': 7.21, 'fmt': '7.2'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 1.0, 'peerCount': 12, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Building Products', 'relatedControversy': ['Customer Incidents'], 'peerEsgScorePerformance': {'min': 13.09, 'avg': 19.453333333333333, 'max': 25.64}, 'peerGovernancePerformance': {'min': 4.85, 'avg': 6.279166666666668, 'max': 7.93}, 'peerSocialPerformance': {'min': 2.18, 'avg': 4.020833333333333, 'max': 5.9}, 'peerEnvironmentPerformance': {'min': 5.55, 'avg': 9.1525, 'max': 12.75}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 0.8333333333333334, 'max': 2.0}, 'percentile': {'raw': 34.42, 'fmt': '34'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
MA,Mastercard,"{'maxAge': 86400, 'totalEsg': {'raw': 16.98, 'fmt': '17.0'}, 'environmentScore': {'raw': 0.32, 'fmt': '0.3'}, 'socialScore': {'raw': 8.1, 'fmt': '8.1'}, 'governanceScore': {'raw': 8.57, 'fmt': '8.6'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 4.0, 'peerCount': 105, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Software & Services', 'relatedControversy': ['Customer Incidents'], 'peerEsgScorePerformance': {'min': 9.71, 'avg': 17.753523809523806, 'max': 32.54}, 'peerGovernancePerformance': {'min': 3.83, 'avg': 6.586407766990292, 'max': 11.84}, 'peerSocialPerformance': {'min': 3.87, 'avg': 9.547378640776701, 'max': 21.01}, 'peerEnvironmentPerformance': {'min': 0.01, 'avg': 1.6194174757281556, 'max': 5.45}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.4857142857142858, 'max': 4.0}, 'percentile': {'raw': 15.51, 'fmt': '16'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
MTCH,Match Group,
MKC,McCormick & Company,"{'maxAge': 86400, 'totalEsg': {'raw': 26.58, 'fmt': '26.6'}, 'environmentScore': {'raw': 10.07, 'fmt': '10.1'}, 'socialScore': {'raw': 11.3, 'fmt': '11.3'}, 'governanceScore': {'raw': 5.21, 'fmt': '5.2'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 67, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Food Products', 'relatedControversy': ['Employee Incidents', 'Customer Incidents'], 'peerEsgScorePerformance': {'min': 13.54, 'avg': 29.17402985074627, 'max': 48.89}, 'peerGovernancePerformance': {'min': 3.82, 'avg': 6.348923076923077, 'max': 11.66}, 'peerSocialPerformance': {'min': 4.15, 'avg': 10.969538461538457, 'max': 20.23}, 'peerEnvironmentPerformance': {'min': 4.53, 'avg': 11.50630769230769, 'max': 22.18}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 2.014925373134328, 'max': 4.0}, 'percentile': {'raw': 51.54, 'fmt': '52'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
MCD,McDonald's,"{'maxAge': 86400, 'totalEsg': {'raw': 24.79, 'fmt': '24.8'}, 'environmentScore': {'raw': 4.18, 'fmt': '4.2'}, 'socialScore': {'raw': 14.3, 'fmt': '14.3'}, 'governanceScore': {'raw': 6.32, 'fmt': '6.3'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 3.0, 'peerCount': 44, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Consumer Services', 'relatedControversy': ['Employee Incidents', 'Customer Incidents', 'Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 13.3, 'avg': 22.78954545454545, 'max': 31.02}, 'peerGovernancePerformance': {'min': 3.09, 'avg': 6.590975609756098, 'max': 13.5}, 'peerSocialPerformance': {'min': 6.55, 'avg': 10.78756097560976, 'max': 16.68}, 'peerEnvironmentPerformance': {'min': 0.15, 'avg': 5.711219512195122, 'max': 13.59}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 2.0681818181818183, 'max': 4.0}, 'percentile': {'raw': 43.3, 'fmt': '43'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
